use_year	permit_number	permit_holder_name	pod_index	use_type	reported_acft	reported_acres	reported_rate	kwhrs	kwh_demand	begin_meter	end_meter	meter_units	comments	crop_type1	crop_type2	reported_inches	use_january	use_february	use_march	use_april	use_may	use_june	use_july	use_august	use_september	use_october	use_november	use_december	total_use
2013	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3777350.0	3482000.0	3691800.0	3574850.0	4149550.0	4074550.0	5582650.0	5119150.0	5710000.0	4006200.0	3562850.0	3214250.0	49945200.0
2014	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3822550.0	3675200.0	3455700.0	3347100.0	3392450.0	5011150.0	4684800.0	4741400.0	4884850.0	3450550.0	3500850.0	3696800.0	47663400.0
2015	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4187000.0	3424500.0	3424500.0	4938000.0	4190100.0	4390100.0	5061000.0	5130850.0	4872750.0	4189800.0	4050000.0	3702400.0	51561000.0
2016	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3951500.0	4326950.0	3858750.0	4167350.0	3990700.0	5063700.0	5347850.0	4951950.0	4033550.0	3737650.0	3185750.0	3221250.0	49836950.0
2017	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3874100.0	3555200.0	3260950.0	3942650.0	4045700.0	4697650.0	5705350.0	5378450.0	3677800.0	3831500.0	3568850.0	3770000.0	49308200.0
2018	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3831850.0	3759450.0	3600900.0	3449100.0	4401450.0	4984450.0	5278750.0	5686700.0	4794500.0	4062250.0	3951000.0	3735800.0	51536200.0
2019	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3776650.0	3905250.0	3383000.0	3679050.0	4158650.0	4749400.0	5916100.0	5298800.0	4401150.0	4240200.0	3097150.0	3135700.0	49741100.0
2020	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4296500.0	3981400.0	4003000.0	4526100.0	4121200.0	4392100.0	4358200.0	4368200.0	4484200.0	5096000.0	4139200.0	4556500.0	52322600.0
2021	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4300000.0	3981400.0	4003000.0	4526100.0	4121200.0	4392100.0	4358200.0	4368200.0	4484200.0	5096000.0	4139200.0	4556500.0	52326100.0
2022	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4300000.0	3724000.0	3879000.0	4226100.0	4080000.0	4287200.0	4162300.0	4371500.0	4572000.0	4043000.0	4276400.0	4232700.0	50154200.0
2023	2235	TRI-COUNTY WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4300000.0	3724000.0	3879000.0	4226100.0	4080000.0	42872.0	4162300.0	4371500.0	4572000.0	4043000.0	4276400.0	4232700.0	50154200.0
1979	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						34800.0	70700.0	4400.0	1778100.0	2150200.0	2405100.0	2197400.0	4474200.0	4678500.0	3527000.0	0.0	0.0	21320400.0
1980	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5085000.0	2394800.0	3289200.0	1469900.0	861100.0	3545700.0	3705200.0	4724400.0	7794700.0	5182000.0	4479700.0	6613200.0	49144900.0
1981	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						7050000.0	4004500.0	1081700.0	2128700.0	7186000.0	5214300.0	6596300.0	6550600.0	3405800.0	4224100.0	3495700.0	387200.0	51324900.0
1982	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						259200.0	2259200.0	2900500.0	3233900.0	2642100.0	1073900.0	4302200.0	4833000.0	2691000.0	122200.0	36600.0	79400.0	24433200.0
1983	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						17000.0	284800.0	4594500.0	1494000.0	1300.0	6500000.0	5093500.0	2628000.0	5185700.0	277400.0	82900.0	474300.0	26633400.0
1984	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1928700.0	3461900.0	21100.0	1817800.0	4349400.0	156900.0	3293300.0	84800.0	4984000.0	2682900.0	1117200.0	78100.0	23976100.0
1985	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						7728000.0	2994000.0	6002000.0	1698000.0	5180000.0	3553000.0	5971000.0	4528000.0	1384000.0	6565000.0	7241000.0	10785000.0	63629000.0
1986	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4066000.0	3380000.0	98000.0	305000.0	1634000.0	5521000.0	4862000.0	462500.0	1070000.0	3375000.0	576000.0	112000.0	25461500.0
1987	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3186700.0	923500.0	459000.0	2853300.0	5586200.0	4850400.0	216100.0	265100.0	15000.0	0.0	0.0	1658500.0	20013800.0
1988	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4374600.0	4490700.0	4709100.0	2883400.0	861600.0	2844900.0	1010100.0	996220.0	4208780.0	1241100.0	321200.0	2961300.0	30903000.0
1989	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						0.0	0.0	0.0	0.0	10231000.0	6673000.0	1026400.0	2748400.0	2068700.0	966900.0	810600.0	2154400.0	26679400.0
1990	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4118900.0	1492600.0	1400500.0	1114600.0	2802700.0	3023200.0	2510700.0	1364200.0	1300.0	372100.0	364900.0	829000.0	19394700.0
1991	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1148000.0	136800.0	2083000.0	328700.0	429100.0	42000.0	1328900.0	3227700.0	2630700.0	3042000.0	108800.0	3196400.0	17702100.0
1992	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						2624100.0	3045700.0	2647600.0	3822400.0	3727700.0	2638500.0	3387100.0	2672900.0	3275300.0	952200.0	981900.0	1212900.0	30988300.0
1993	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1563400.0	1475400.0	1817700.0	3044800.0	1892800.0	1823500.0	1358700.0	2111600.0	2182200.0	1962100.0	1516600.0	495500.0	21244300.0
1994	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						2067900.0	4020200.0	4500600.0	1045800.0	510400.0	2219500.0	1415500.0	1068600.0	639800.0	1628300.0	736600.0	4356000.0	24209200.0
1995	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5883400.0	5172800.0	4787800.0	3098200.0	1199600.0	2738200.0	5328800.0	2880600.0	0.0	0.0	3745300.0	1332000.0	36166700.0
1996	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3411000.0	3051400.0	3247600.0	3737400.0	4370700.0	3401600.0	1539000.0	2272800.0	2095600.0	3332700.0	1185100.0	2552800.0	34197700.0
1997	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5269000.0	603700.0	2331000.0	2173000.0	905000.0	5167700.0	1701200.0	159800.0	142300.0	3467500.0	4493000.0	802700.0	27215900.0
1998	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						110300.0	5100.0	2714600.0	1873900.0	4955200.0	6836700.0	6746200.0	4565900.0	2476900.0	2355700.0	2317000.0	5784300.0	40741800.0
1999	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						2699500.0	5646700.0	4133100.0	2124100.0	2638500.0	10429100.0	1294000.0	1680000.0	2528200.0	2019900.0	822300.0	3139000.0	39154400.0
2000	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4729000.0	4133900.0	4425100.0	4952100.0	5309600.0	5182500.0	1170900.0	4662200.0	4039600.0	1926700.0	1870000.0	3222400.0	45624000.0
2001	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4428100.0	397900.0	0.0	1886600.0	1026400.0	1557600.0	3557900.0	4451000.0	431300.0	552800.0	368700.0	464100.0	19122400.0
2002	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3989900.0	62400.0	106500.0	1365900.0	5385400.0	1136500.0	1314900.0	2721600.0	4174800.0	4304500.0	1439200.0	429300.0	26430900.0
2003	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						625700.0	776800.0	80400.0	3276700.0	2251700.0	2065600.0	4427700.0	5537500.0	5175800.0	4515500.0	237500.0	14000.0	28984900.0
2004	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						572600.0	182500.0	601500.0	1592500.0	4649700.0	4589200.0	4589000.0	879600.0	690700.0	1934000.0	1934100.0	7264500.0	29479900.0
2005	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						98200.0	375700.0	500000.0	99000.0	6000.0	0.0	1760424.0	239576.0	3000000.0	3000000.0	4391813.0	492501.0	13963214.0
2006	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						994118.0	556638.0	102614.0	2287296.0	3825904.0	5486654.0	0.0	11262782.0	1552820.0	445284.0	337348.0	1264228.0	28115686.0
2007	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						360304.0	881000.0	1436000.0	234000.0	1482000.0	1887000.0	1798000.0	5072000.0	8761000.0	220000.0	496000.0	36000.0	22663304.0
2008	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						13700.0	3779860.0	183460.0	47488.0	39508.0	3508932.0	3119408.0	982064.0	2986280.0	2285944.0	3860376.0	5548464.0	26355484.0
2009	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3146200.0	7100000.0	4000000.0	3001000.0	3129770.0	3812338.0	10481.0	989191.0	292145.0	1026458.0	100280.0	869.0	26608732.0
2011	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						667077.0	113731.0	5017480.0	4358926.0	5709866.0	4448042.0	4311744.0	6046816.0	5579484.0	566028.0	813096.0	81424.0	37713714.0
2012	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						107952.0	9368.0	64512.0	41000.0	1665832.0	5583432.0	7188200.0	11988800.0	4876100.0	6910700.0	4009008.0	4380624.0	46825528.0
2013	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1914264.0	2616.0	296.0	5720.0	2942152.0	4387111.0	5444610.0	5018464.0	4723037.0	4188332.0	4461678.0	409050.0	33497330.0
2014	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						79904.0	94890.0	309218.0	85626.0	4133082.0	3365362.0	1666112.0	1134604.0	473832.0	254700.0	211648.0	100468.0	11909446.0
2015	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						524.0	267916.0	457944.0	558632.0	885080.0	2524368.0	2089984.0	1887888.0	1205984.0	4260984.0	3930120.0	642848.0	18712272.0
2016	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3448516.0	2560720.0	943276.0	169792.0	1465892.0	1485580.0	1118656.0	595120.0	72320.0	217560.0	99040.0	168464.0	12344936.0
2017	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						58248.0	16558.0	94170.0	806620.0	706260.0	1399680.0	1504090.0	1047650.0	223200.0	52500.0	10.0	10.0	5908996.0
2018	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						11380.0	220.0	20.0	0.0	756190.0	1335130.0	1314250.0	855310.0	102420.0	601540.0	240530.0	0.0	5216990.0
2019	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						460090.0	601590.0	1198820.0	1083060.0	1449980.0	2956870.0	2269700.0	1529150.0	969450.0	1641650.0	1718120.0	1310520.0	17189000.0
2020	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1199190.0	1229500.0	1058500.0	1502500.0	3559300.0	4029400.0	3391400.0	3431800.0	3031800.0	2409400.0	1605000.0	1711500.0	28159290.0
2021	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						2806300.0	3795700.0	2907000.0	3103800.0	4002600.0	4695000.0	2150900.0	4642800.0	3798200.0	3347400.0	2372500.0	2853300.0	40475500.0
2022	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4229300.0	4229300.0	4944700.0	4777500.0	4793000.0	4951500.0	4948900.0	5044600.0	4760600.0	4941700.0	4520700.0	4530100.0	56671900.0
2023	2497	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4520000.0	3978100.0	4733400.0	4381500.0	4148300.0	2658100.0	4340700.0	4182800.0	705700.0	1133000.0	3339800.0	4443700.0	42565100.0
1979	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5954700.0	1666200.0	1413700.0	7223700.0	8591300.0	9557600.0	10643200.0	2766300.0	4694600.0	2881400.0	3469400.0	7179400.0	66041500.0
1980	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1716900.0	10132600.0	9407000.0	5914000.0	15657500.0	11910400.0	9688900.0	5682300.0	5634900.0	6724000.0	7022800.0	3686000.0	93177300.0
1981	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3288300.0	4858000.0	4467400.0	4863100.0	7440100.0	11267600.0	10173500.0	9328200.0	6941000.0	8671000.0	5483100.0	4538600.0	81319900.0
1982	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						2657400.0	5065800.0	6639100.0	4759000.0	3287900.0	1930200.0	5031000.0	5707000.0	3100000.0	1123600.0	5256800.0	4342000.0	48899800.0
1983	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1833500.0	476500.0	4327300.0	1878700.0	4724500.0	5227400.0	5509900.0	3406700.0	2677600.0	5529300.0	2347000.0	4328900.0	42267300.0
1984	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3224100.0	5149000.0	6673900.0	2558000.0	5689000.0	3571000.0	2389100.0	4508000.0	2083400.0	0.0	176900.0	993600.0	37016000.0
1985	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						9034000.0	3037000.0	6145000.0	7096000.0	5441000.0	6453000.0	6930000.0	2868000.0	7475000.0	2290000.0	216000.0	831000.0	57816000.0
1986	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1180000.0	3692000.0	1581000.0	3120900.0	3731000.0	4144000.0	5123000.0	9191000.0	7002000.0	1896300.0	6270000.0	5392000.0	52323200.0
1987	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5605100.0	7097400.0	7257100.0	6849100.0	5548600.0	7064000.0	4457300.0	3419800.0	4760400.0	1820100.0	3446200.0	4800700.0	62125800.0
1988	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5900300.0	6854200.0	7273000.0	6525300.0	10298500.0	7389600.0	7065700.0	6787000.0	8157700.0	7331300.0	5293000.0	92600.0	78968200.0
1989	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1700.0	30300.0	5282300.0	4023700.0	7983600.0	8865400.0	11450200.0	9197400.0	8017100.0	8374900.0	9426600.0	5119000.0	77772200.0
1990	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						2778200.0	3259200.0	3918500.0	4141900.0	5412200.0	5412200.0	7275000.0	9324400.0	8262700.0	4057100.0	2022900.0	1067300.0	56931600.0
1991	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						9620100.0	8251700.0	9038800.0	11607900.0	10089500.0	2233900.0	407300.0	2671900.0	4151000.0	5096400.0	3686300.0	3600700.0	70455500.0
1992	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						789700.0	1820600.0	8446500.0	9733400.0	3972200.0	1157000.0	5660900.0	9248800.0	9182300.0	5872300.0	6768600.0	6710400.0	69362700.0
1993	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4755400.0	4032400.0	4639100.0	7362600.0	5337500.0	7604200.0	4341900.0	5418800.0	5052700.0	8489800.0	8806500.0	5901800.0	71742700.0
1994	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4383700.0	3773900.0	3702900.0	4409000.0	5503700.0	363100.0	45400.0	7307700.0	11917100.0	8588200.0	7486000.0	2565400.0	60046100.0
1995	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4187600.0	4053600.0	2513500.0	309200.0	7364200.0	8080100.0	3606500.0	3602000.0	2950700.0	4115600.0	9922800.0	8684700.0	59390500.0
1996	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						25052200.0	23257200.0	4716600.0	5784300.0	2081800.0	7028400.0	6011100.0	7957300.0	8068500.0	11489200.0	8099700.0	10116200.0	119662500.0
1997	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5489900.0	4113100.0	3842000.0	9088000.0	4059900.0	2484700.0	4794800.0	3022400.0	10183900.0	9036500.0	6954200.0	3125600.0	66195000.0
1998	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1114700.0	1020100.0	2395900.0	1156000.0	3902800.0	3914800.0	4753500.0	6246000.0	7352600.0	9331600.0	3800300.0	6342000.0	51330300.0
1999	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						6216800.0	1227200.0	11119800.0	8293000.0	11726800.0	8310100.0	9428400.0	7088000.0	7653700.0	12762100.0	9024300.0	855900.0	93706100.0
2000	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5321800.0	1707300.0	2226200.0	163300.0	1335700.0	1143100.0	5176100.0	7877600.0	1867100.0	2205600.0	1936200.0	4708800.0	35668800.0
2001	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						2442500.0	5220500.0	477300.0	15289402.0	6199900.0	6679200.0	4104800.0	1940300.0	7319300.0	10136000.0	6599000.0	5079600.0	71487802.0
2002	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						759300.0	5049200.0	5535800.0	11036200.0	10774300.0	8540600.0	13535500.0	10103500.0	5561800.0	4418300.0	2491400.0	5511000.0	83316900.0
2003	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						1301200.0	5762100.0	7107100.0	453500.0	4963700.0	4749200.0	1060100.0	1524400.0	73100.0	304900.0	5432000.0	7363400.0	40094700.0
2004	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						6135300.0	4780600.0	10599000.0	4412000.0	65600.0	5067100.0	4007200.0	7136000.0	767900.0	637600.0	737700.0	99000.0	44445000.0
2005	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						162754.0	134633.0	1605356.0	0.0	5818061.0	4836606.0	4193843.0	925134.0	1201000.0	7400000.0	6533511.0	3914020.0	36724918.0
2006	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4765974.0	1107543.0	4798041.0	761116.0	1361874.0	1301106.0	8216305.0	2449176.0	4423381.0	4085390.0	4941492.0	14848077.0	53059475.0
2007	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						316000.0	3610000.0	1740000.0	8300000.0	4520000.0	6300000.0	6720000.0	2004000.0	4300000.0	8721000.0	6942000.0	4963000.0	58436000.0
2008	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						11227634.0	1782254.0	972042.0	18116.0	886256.0	7597646.0	7575855.0	4892526.0	4855833.0	5569881.0	6140587.0	9633127.0	61151757.0
2009	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						7109174.0	7943600.0	6146400.0	6200000.0	5997680.0	8910498.0	4806360.0	3256620.0	3087186.0	8526479.0	10902021.0	4879184.0	77765202.0
2011	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						8080468.0	11079734.0	1258364.0	1057006.0	305921.0	181829.0	3649011.0	3709031.0	6525966.0	7829856.0	10918660.0	10796007.0	65391853.0
2012	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						10070277.0	9672807.0	9213286.0	7413053.0	9260062.0	9814233.0	11316369.0	11706449.0	7430226.0	9156824.0	5310178.0	4388759.0	104752523.0
2013	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						18913352.0	10449188.0	12650672.0	4126647.0	4238587.0	1286098.0	2538886.0	6542800.0	2442424.0	5118452.0	6194568.0	11984048.0	86485722.0
2014	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						8488788.0	1996520.0	5287152.0	4474156.0	5626120.0	8169120.0	14122064.0	10199492.0	9824490.0	11169570.0	10751284.0	10723742.0	100832498.0
2015	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						10909220.0	9849291.0	8964023.0	9707488.0	8481300.0	11139330.0	8963320.0	7215586.0	7413690.0	9802256.0	10522242.0	9758556.0	112726302.0
2016	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						9613540.0	11759804.0	7127284.0	6582596.0	8301168.0	8311948.0	9859684.0	12659944.0	9886229.0	12157552.0	10073852.0	10202135.0	116535736.0
2017	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						8594468.0	8087210.0	7138310.0	11887720.0	5578550.0	2273730.0	3140410.0	2224380.0	464460.0	113190.0	0.0	0.0	49502428.0
2018	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						29330.0	11370.0	0.0	2750.0	1522080.0	2806640.0	2849440.0	3414430.0	1502450.0	1309790.0	356970.0	0.0	13805250.0
2019	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						714500.0	560800.0	1132000.0	966380.0	2079860.0	4038020.0	5803600.0	5768620.0	4634460.0	5124300.0	6068600.0	5934960.0	42826100.0
2020	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						5291440.0	5654600.0	5274490.0	5313020.0	5843100.0	5910900.0	5681900.0	6635600.0	6179900.0	5823900.0	6571700.0	6145700.0	70326250.0
2021	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3708150.0	4147950.0	6619100.0	8364400.0	6204850.0	10022600.0	8676500.0	8914300.0	6923550.0	5260600.0	4671500.0	4620600.0	78134100.0
2022	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						4012150.0	4014650.0	7028300.0	7122300.0	7591300.0	8135800.0	5840300.0	4541100.0	4765800.0	4284000.0	4569600.0	5751600.0	67656900.0
2023	3095	EAST CENTRAL REGIONAL WATER DISTRICT	-1	Rural Water	0.0	0.0	0.0	0	0	0.0	0.0						3010251.0	3781151.0	6048151.0	6105851.0	7209951.0	6652451.0	8249024.0	4481531.0	10087971.0	2250302.0	5753170.0	10833204.0	74463008.0
