Site_Index	Unit	Begin_Interval	End_Interval	Description
30228	SHALE	230	240	Dark gray to black slightly brittle, hard, firm, (Bedrock Pierre Formation)
30229	TOPSOIL	0	1	
30229	CLAY	1	6	With silt, yellowish brown, soft, smooth, easy drilling
30229	SAND & GRAVEL	6	9	Fine sand to medium gravel (oxidized) 
30229	CLAY	9	14	With Silt, yellowish brown, soft, oxidized to about 11 feet then turning slightly grayish, soft
30229	SAND & GRAVEL	14	16	Mostly unoxidized, high shale content
30229	CLAY	16	22	With silt, gray (unoxidized)
30229	TILL	22	40	Clay , silty, sandy, pebbly, inclusions in clay matrix, medium gray,  moderately soft, drilling fast and easy
30229	SAND & GRAVEL	40	44	High shale and carbonate content (unoxidized)
30229	CLAY	44	127	Silty, medium gray, moderately firm, no inclusions, massive, smooth
30229	SAND & GRAVEL	127	136	Fine sand to medium gravel, mostly very coarse sand, moderately to poor sorting, 50% quartz, 30% shale, some lignite lenses
30229	SHALE	136	160	Dark gray to black, brittle, firm slow drilling (Bedrock Pierre Formation)
30230	TOPSOIL	0	1	
30230	TILL	1	37	Clay, sandy, silty, pebbly inclusions in clay matrix, rusty yellowish brown, highly weathered, drills fast and easy
30230	TILL	37	66	Clay, sandy, silty,  pebbly, inclusions in clay matrix, medium gray, unweathered, unoxidized, moderately firm
30230	SAND & GRAVEL	66	82	Very fine to very coarse mainly medium, medium sorting, 40% shale, some lignites floating up, round to subangular
30230	TILL	82	90	Clay, sandy, silty, pebbly, inclusions in clay matrix, medium gray, unweathered, unoxidized, moderately firm, highly interbedded with sand and gravel lenses and layers
30230	TILL	90	103	Clay, sandy, silty,  pebbly, inclusions in clay matrix, medium gray, unweathered, unoxidized, moderately firm, no interbedding
30230	CLAY	103	163	Slightly silty, firm, massive, no inclusions (Lacustrine)
30230	SILT	163	176	Clayey, drills fast-easy, smooth, poor sample return, no chatter
30230	SAND & GRAVEL	176	197	Medium sand to medium gravel, mainly coarse to very coarse sand, medium sorting, 40% shale, 40% quartz, 20% rock fragments, round to subangular, mainly subrounded (Spiritwood Auqifer)
30230	SHALE	197	210	Dark gray to black, brittle, very firm, (Bedrock Pierre Formation)
30231	TOPSOIL	0	1	
30231	TILL	1	120	Clay, silty, sandy, pebbly inclusion, yellowish-brown, oxidized and weathered inclusions in weathered clay matrix, sand from 2 to 3 feet, unoxidized from 11 feet on, gray, layers of detrital shale 22 to 36 feet, rocks from 64 to 65 feet, sand and gravel from 82 to 83 feet
30231	SAND	120	149	Very fine to coarse, predominately medium, moderate sorting, primarily silicate minerals (50%), shale (30%), round to subangular, predominately subrounded
30231	SAND & GRAVEL	149	182	Medium sand to 10 mm gravel, poorly sorted, median size is very coarse sand, mostly silicate minerals 60%, shale 25 to 30% , some lignites floating up
30231	SAND & GRAVEL	182	202	Coarse sand to 15 to 25 mm gravel, poorly sorted, median size 2 mm gravel, same minerology as above but coarser, lignites floating up
30231	SHALE	202	220	Clayey to brittle, dark grayish to black, with layers of bentonite (grayish white cuttings) Bedrock Pierre Formation
30232	TOPSOIL	0	1	Black
30232	TILL	1	15	Clay, sandy, pebbly, yellowish brown, very sandy, oxidized, rock at 8 to 10 feet (granitic)
30232	TILL	15	30	Clay, silty, sandy, pebbly, gray, unoxidized, firm, plastic
30232	SAND	30	39	Fine to medium, moderately sorted, mostly fine silica type sand with detrital lignites
30232	TILL	39	51	Clay, silty, sandy, pebbly, gray,  clay matrix with inclusions, firm and plastic
30232	CLAY	51	63	Silty, massive, very firm, no inclusions, plastic (Lacustrine)
30232	TILL	63	83	Clay, silty, sandy, pebbly, clay matrix with inclusions,  gray, firm from 63 to 71 feet, very firm from 71 to 83 feet
30232	SHALE	83	91	Clayey, gray to black, plastic, firm, with bentonite layers (Bedrock Block)
30232	TILL	91	103	Clay, silty, sandy, pebbly, gray,  clay matrix with inclusions, firm and plastic
30232	SAND	103	122	Fine to coarse, predominately fine to medium, poorly sorted, rounded to subrounded, consisting of carbonates, igneous and metamorphic rock fragments,  shales with detrital lignites
30232	TILL	122	143	Clay, silty, sandy, pebbly, with inclusions, clay matrix, gray
30232	CLAY	143	160	Silty, massive, very firm, no inclusions, plastic, gray (Lacustrine)
30232	TILL	160	204	Clay, silty, sandy, pebbly, with inclusions, clay matrix, gray, rock at 160 to 161 feet
30232	SHALE	204	220	Clayey, gray to black, plastic to brittle, soft to firm, bentonite layers (Bedrock Pierre Formation)
30233	TOPSOIL	0	1	Black
30233	TILL	1	32	Clay, silty, sandy, pebbly, with inclusions, yellowish brown, plastic, oxidized
30233	TILL	32	57	Clay, silty, sandy, pebbly, with inclusions, gray, plastic, unoxidized, gravel from 53 to 54 feet (fine to medium, angular to subangular consisting of carbonates, igneous and metamorphic rock fragments, shales)
30233	SHALE	57	80	Grayish black, slightly indurated with layers of sandstone (brown indurated) 
30238	TOPSOIL	0	1	Black
30238	TILL	1	17	Clay, silty, sandy, pebbly w/inclusions, soft and plastic, brown, oxidized (Till)
30238	SAND & GRAVEL	17	67	Fine sand to coarse gravel consisting mostly of fine to medium gravel, moderately sorted, subangular to subrounded consisting of shales, carbonates, igneous and metamorphic rock fragments, from 46-67 feet more shales and coarser gravel
30238	TILL	67	87	Clay, silty, sandy, pebbly w/inclusions, gray, soft and plastic,  rocks @ 69-70 feet, (Till)
30238	SAND	87	103	Fine to medium w/detrital lignites
30238	SILT	103	111	Clayey, gray (Lacustrine)
30238	CLAY	111	124	Silty, gray, very high silt content, soft and gritty (Lacustrine)
30238	CLAY	124	131	Silty, gray, no inclusions, massive, plastic, very firm (Lacustrine)
30238	CLAY	131	142	Silty, high silt content, soft and gritty (Lacustrine)
30238	SAND	142	151	Very fine
30238	SILT	151	158	Clayey, gray (Lacustrine
30238	CLAY	158	183	Silty, gray, no inclusions, massive, plastic, very firm (Lacustrine)
30238	SAND	183	194	Fine to coarse w/detrital lignites
30238	CLAY	194	198	Silty, high silt content, soft and gritty (Lacustrine)
30238	SAND	198	202	Fine to coarse w/detrital lignites
30238	SAND & GRAVEL	202	292	Fine sand to coarse gravel, primarily fine to medium gravel, poorly sorted, subrounded to rounded,  consisting of shales, carbonates, quartz, and igneous & metamorphic rock fragments,  shales in tablet form, gravel became coarse w/depth, Rocks and gravel @ 287-292 feet
30238	SHALE	292	320	Grayish black, slightly indurated w/layers of bentonitic clay (Pierre Shale Bedrock)
30239	TOPSOIL	0	3	Black
30239	TILL	3	16	Clay, silty, sandy, pebbly w/inclusions, soft moderately plastic, yellowish-brown, oxidized
30239	TILL	16	70	Clay, silty, sandy, pebbly w/inclusions, soft moderately plastic, gray unoxidized, rock @ 62-63 feet, more sandy & pebbly @ 63-69 feet, medium subangular to angular gravel from 69-70 feet
30239	SHALE	70	72	Grayish-black, slightly indurated (Bedrock Pierre Formation)
30239	CLAY	72	142	Silty, gray, massive, no inclusions, very firm, plastic (Lacustrine)
30239	SILT	142	150	Gray w/layers of fine sand w/detrital lignites
30239	SAND	150	163	Fine w/detrital lignites, w/layers of silty, sandy, clay (Lacustrine)
30239	SAND & GRAVEL	163	184	Fine sand to medium gravel, predominately, fine gravel, subrounded to rounded, moderately sorted, consisting of carbonates, igneous & metamorphic rock fragments, shales and detrital lignites
30239	SHALE	184	200	Grayish black, slightly indurated to soft, brittle to plastic, w/layers of siltstone, sandstone, and bentonite (Bedrock Pierre Shale)
30240	TOPSOIL	0	1	Black
30240	SAND & GRAVEL	1	43	Medium sand to coarse gravel, predominately medium to coarse gravel, poorly sorted, angular to subangular, consisting of carbonates, igneous & metamorphic rock fragments, and shales in tablet form
30240	GRAVEL	43	82	Medium to coarse, predominately coarse shale gravel w/carbonates and igneous & metamorphic rock fragments
30240	CLAY	82	122	Silty, no inclusions, gray massive, firm, plastic (Lacustrine)
30240	CLAY	122	142	Silty, sandy, no inclusions, brown, massive, soft, moderately plastic (lacustrine)
30240	CLAY	142	164	Silty, no inclusions, gray massive, firm, plastic (Lacustrine)
30240	SAND	164	172	Fine to medium consisting mostly of shales and detrital lignites
30240	CLAY	172	176	Silty, sandy, no inclusions, brown, massive, soft, moderately plastic (lacustrine)
30240	SAND	176	180	Fine to medium w/coarser shales and detrital lignites
30240	GRAVEL	180	203	Medium to coarse, predominately coarse shale tablets with carbonates and igneous and metamorphic rock fragments 80% shale and 20% mixed
30240	SHALE	203	220	Grayish black, slightly indurated w/layers of siltstone (Bedrock Pierre Formation)
30241	TOPSOIL	0	1	Black
30241	SAND & GRAVEL	1	11	Medium sand to coarse gravel, brown, predominately coarse gravel, moderately sorted, angular to subangular, consisting of carbonates, igneous & metamorphic rock fragments and shales, oxidized
30241	CLAY	11	18	silty, yellowish-brown massive, soft, greasy (Lacustrine)
30241	SAND & GRAVEL	18	40	Medium sand to coarse gravel, predominately medium gravel, moderatedly sorted, subangular to subrounded, carbonates, igneous & metamorphic rock fragments and shales in tablet form (oxidized)
30242	TOPSOIL	0	1	Black
30242	TILL	1	22	Clay, silty, sandy, pebbly w/inclusions, high sand content, soft moderately plastic, yellowish brown, oxidized, (granitic) rock @10-11 feet 
30242	SAND & GRAVEL	22	34	Fine sand to coarse gravel, predominately fine to medium sand, poorly sorted, subangular to subrounded, consisting of shales, carbonates, and igneous & metamorphic rock fragments, oxidized
30242	TILL	34	41	Clay, silty, sandy, pebbly w/inclusions, high sand content, soft moderately plastic, yellowish brown, oxidized
30242	SAND & GRAVEL	41	60	Fine sand to coarse gravel, predominately fine to medium sand, poorly sorted, subangular to subrounded, consisting of shales, carbonates, and igneous & metamorphic rock fragments, oxidized
30242	TILL	60	71	Clay, silty, sandy, pebbly w/inclusions, high sand content, soft moderately plastic, gray, unoxidized
30242	CLAY	71	207	Silty, no inclusions, gray, massive, firm, plastic (Lacustrine)
30242	SAND & GRAVEL	207	228	Fine sand to coarse gravel, predominately fine to medium gravel, coarser w/depth, poorly sorted, subrounded to rounded, consisting of shales, carbonates, igneous & metamorphic rock fragments, and quartz, fine to medium sand from 207-210 feet 
30242	SHALE	228	240	Grayish black, slightly indurated w/layers of siltstone (Bedrock Pierre Formation)
30243	TOPSOIL	0	1	Black
30243	TILL	1	35	Clay, silty, sandy, pebbly w/inclusions, brn, sandy, w/many shale pebbles, moderately plastic, oxidized, gravel from 26-29 feet angular consisting mostly of shales w/carbonatres and silicates
30243	TILL	35	71	Clay, silty, sandy, pebbly w/inclusions, gry, unoxidized, sand and gravel from 45-50 feet, primarily medium gravel consisting mostly of shales w/carbonates and Igneous and metamorphic rock fragmernts, sand and gravel from 57-60 consisting mostly of shales,  w/carbonates, igneous and metamorphic rock fragmernts, and detrital lignites
30243	SAND & GRAVEL	71	80	Fine sand to medium gravel, primarily fine to medium gravel, subangular to subrounded, poorly sorted, consisting mostly of shales w/carbonate and igneous and metamorphic rock fragments, rock @ 76-77 feet
30243	CLAY	80	96	Silty, massive, gray, very plastic, no inclusions, soft to very firm (Lacustrine)
30243	SAND	96	101	fine to medium
30243	ROCK	101	102	
30243	CLAY	102	131	Silty, massive, gray, very plastic, no inclusions, soft to firm from 80-96 feet, very firm from 111-131 feet (Lacustrine)
30243	SAND	131	142	Fine to medium
30243	CLAY	142	182	Silty, massive, gray, very plastic, no inclusions, soft to very firm, slow drilling, high clay content (Lacustrine)
30243	SILT	182	203	Clayey, brown, few returns (Lacustrine)
30243	SAND & GRAVEL	203	240	Fine sand to coarse gravel, primarily fine to medium gravel, subrounded to rounded, poorly sorted, consisting primarily of shales, w/carbonates, quartz, igneous and metamorphic rock fragments, and shales in tablet form
30243	SHALE	240	260	Grayish black, slightly indurated w/layers of siltstone and sandstone and clay layers (Bedrock Pierre Formation)
30244	TOPSOIL	0	1	Black
30244	SAND & GRAVEL	1	21	Brown, fine sand to medium gravel, primarily fine to medium sand, moderately sorted, sand was subangular to subrounded, consisting mostly of shales, carbonates, igneous and metamorphic rock fragments, quartz  (oxidized)
30244	SILT	21	26	Clayey, brown, oxidized, not much sample return
30244	ROCK	26	27	
30244	SILT	27	33	Clayey, gray, unoxidized not much sample return
30244	SAND	33	43	Very fine to coarse, primarily fine to medium sand, moderately sorted, with detrital lignites
30244	SILT	43	51	Clayey, gray, no return
30244	CLAY	51	57	Silty, massive, no inclusions, gray, plastic, soft (Lacustrine)
30244	SAND	57	83	Very fine to coarse, primarily fine to medium sand, moderately sorted, with detrital lignites
30244	CLAY	83	136	Silty, no inclusions, gray, moderately plastic, higher silt content than above at 51-57 feet
30244	SAND	136	161	Fine to medium, well sorted, with detrital lignites
30244	CLAY	161	171	Silty, no inclusions, gray, moderately plastic, high content of silt
30244	SAND & GRAVEL	171	312	Fine sand to coarse gravel, primarily coarse and medium gravel, poorly sorted, gravel was subruonded to rounded, consisting of carbonates, quartz, igneous and metamorphic rock fragments, shale tablets, gravel primarily shales,  from 221 to 312 feet there was coarser gravel and cobbles alot of chattering
30244	SHALE	312	340	Grayish black, slightly indurated with layers of siltstone, sandstone, bentonite, from 331 to 340 feet was more of a grayish black silty clay (Bedrock Pierre Formation)
30250	*****	0	175	see log for 5DDD
30251	TOPSOIL	0	1	 
30251	CLAY	1	4	Oxidized yellowish silt
30251	SAND	4	6	Oxidized, coarse
30251	SAND & GRAVEL	6	11	Coarse
30251	TILL	11	20	Gray sand
30252	TOPSOIL	0	1	Black
30252	TILL	1	15	Clay, slightly sandy, pebbly, inclusion, highly oxidized and weathered, matrix is highly oxidized and weathered, orangish brown
30252	TILL	15	66	Clay, slightly sandy, pebbly, inclusion, medium gray, moderately firm, unoxidized
30252	CLAY	66	106	Slightly silty, medium gray, slightly plastic, cohesive, drilling smooth and slow (Lacustrine)
30252	SAND	106	125	Very fine to coarse, highly interbedded with clay lenses and layers, very shaley w/detrital lignites
30252	SAND & GRAVEL	125	197	Fine sand to very coarse gravel, predominately coarse to very coarse sand to about 143 feet, then becomes coarse to medium size about 2 to 5 mm gravel, some gravels much larger, more chatter the deeper, cobbles  and/or boulders at bottom, 25-30% shale, 40% quartz, 30-40% igneous and metamorphic rock fragments, round to subangular, predominately subrounded, "classic Spiritwood", wood chips found floating in mud pit! lot of lignite fragments fo mud pit screen
30252	SHALE	197	210	Dark gray to black, some lenses very hard to brittle, some softer/plastic, drills slow, some chatter indicating indurated and brittle lenses
30253	TOPSOIL	0	1	
30253	TILL	1	4	Clay, oxidized clay matrix w/sand, silt, and pebbly inclusions, highly weathered orangish-yellowish-brown
30253	CLAY	4	9	Clay, oxidized clay matrix, highly weathered, no inclusions orangish-yellowish-brown
30253	TILL	9	22	Clay, oxidized clay matrix w/sand, silt, and pebbly inclusions, highly weathered orangish-yellowish-brown
30253	TILL	22	56	Clay, w/sand, silt, and pebbly inclusions, gray, unoxidized, shaley gravel & sand at 46-49 feet
30253	CLAY	56	111	Medium gray, massive, no inclusions, moderately firm, slightly plastic, siltier from 100-111 feet (lacustrine), 
30253	SAND & GRAVEL	111	131	Fine to coarse sand, predominately medium, moderate sorting, 25% shale, 40% quartz, 30% rock fragments, 5% lignite 
30253	SAND & GRAVEL	131	194	Fine sand to very coarse gravel, becomes coarser with depth, poorly sorted, median size is coarse to very coarse 131-148 feet, then 2mm to 5mm gravel below 150 feet, large fragments up to 25 mm coming up. ratio of mineralogy about the same as above, round to angular, predominately subrounded, "classic Spiritwood"
30253	SHALE	194	210	Clay, dark gray to black, some zones very brittle as indicated by drilling chatter and sample return and some zones of bentonite (Bedrock Pierre Formation)
30254	TOPSOIL	0	1	
30254	TILL	1	21	Clay, yellowish-brown, oxidized, silty, sandy pebbly inclusions in a highly weathered clay matrix
30254	SAND & GRAVEL	21	41	Fine sand to very coarse gravel, oxidized, rusty grains, shale, quartz, rock fragments, lignite, poorly sorted
30254	TILL	41	91	Clay, yellowish-brown, oxidized, silty sandy pebbly inclusions in a highly weathered clay matrix, highly interbedded with sand and gravel
30254	TILL	91	101	Medium gray, silty, sandy, pebbly inclusions in a clay matrix, moderately firm, unoxidized, interbedded with layers of sand and gravel some highly shaley,  rock at 100 feet
30254	TILL	101	122	Medium gray, silty, sandy, pebbly inclusions in a clay matrix, moderately firm, unoxidized, no interbedding
30254	TILL	122	131	Medium gray, silty, sandy, pebbly inclusions in a clay matrix, moderately firm, unoxidized, interbedded with layers of sand and gravel some highly shaley
30254	SAND & GRAVEL	131	137	Poor sample return, appears to be quite shaley
30254	CLAY	137	147	Medium gray, moderately firm, massive, no inclusions (Lacustrine)
30254	TILL	147	172	Medium gray, silty, sandy, pebbly inclusions in a clay matrix, moderately firm
30254	SAND & GRAVEL	172	180	Poorly sorted, spiritwood like, layer of clay from 177-178 feet
30254	TILL	180	192	Medium gray, silty, sandy, pebbly inclusions in a clay matrix, moderately firm
30254	SAND	192	196	Poor sample returns, drills fast, probably shaley
30254	TILL	196	210	Medium gray, silty, sandy, pebbly inclusions in a clay matrix, moderately firm, highly interbedded with layers of sand and gravel some highly shaley
30254	SAND & GRAVEL	210	224	Interbedded with layers of till
30254	SHALE	224	240	Dark gray to black, firm, slow drilling with chatter through brittle zones (Bedrock Pierre Formation)
30285	TOPSOIL	0	1	Black
30285	SAND	1	22	Very fine to very coarse, predominately medium, rusty brown, oxidized
30285	SAND	22	76	Very fine to very coarse, predominately medium, moderate sorting, unoxidized, medium grayish color, predominately quartz, 20% shale, round to subrounded
30285	SAND & GRAVEL	76	103	Large 25+ mm shale gravel, subrounded but broken and shattered by drilling, drills easily but much slower than sand above ,diffiicult to estimate median sized, assume 2- 5 mm gravel, mostly shales
30285	SILT	103	117	Slightly clayey, somewhat cohesive, medium gray
30285	SAND & GRAVEL	117	142	Mainly 2-5 mm gravels up to 25mm gravels, mainly shale, clay parting from 122-124 feet and 136-138 feet
30285	TILL	142	158	Clayey, silty, sandy, pebbly inclusions in clay matrix, medium gray, moderately firm, rock at 150-151 feet, shaleyly coarse gravel from 151-153 feet
30285	GRAVEL	158	161	Very coarse, poor return, but definitely drills like gravel
30285	TILL	161	187	Clayey, silty, sandy, pebbly inclusions in clay matrix, medium gray, moderately firm, gravel from 169-171 feet
30285	SHALE	187	200	Dark gray to black, slightly to very brittle, Bedrock Pierre Formation
30286	TOPSOIL	0	1	Black
30286	SAND	1	18	Very fine to very coarse, predominately medium, oxidized, brownish-yellow, rusty
30286	CLAY	18	22	Massive, oxidized to 20 feet, yellowish-brown, turns to gray at 20 feet
30286	SAND & GRAVEL	22	60	Very fine sand to 2 mm gravel, moderate sorting, predominately coarse sand, 40% quartz, 40% shale, 10% carbonates, 10% rock fragments (igneous & metamorphic)
30286	CLAY	60	63	With silt, poor return, drilling slowed down, no chatter
30286	SAND & GRAVEL	63	83	Same as above (22'-60'), slightly coarser median grain size and larger shaley gravel fragments
30286	SAND & GRAVEL	83	122	Same as above, except drills slow and much larger 10+ mm gravels (mainly shale), some layers less than 1 foot thick present throughout this section, rock at 110-112 feet
30286	SAND & GRAVEL	122	182	Fine sand to very coarse gravel, up to 25+ mm in size, gravel is mainly shale, angular large gravels, drills hard, medium size is f
30286	SHALE	182	190	Dark grayish-black, slightly to very brittle, Bedrock Pierre Formation
30795	TOPSOIL	0	1	Black
30795	TILL	1	36	Clayey, sandy, silty, pebbly w/inclusions, yellowish brown oxidized from 1-6 feet, oxidized coarse gravel from 6-11 feet, rock from 11-12 feet, sand and gravel from 19-20 feet, gray and unoxidzed till from 12-36 feet, 
30795	CLAY	36	69	Silty, massive, gray, no inclusions (lacustrine)
30795	TILL	69	85	Clayey, sandy, silty, pebbly w/inclusions, gray, unoxidized 
30795	CLAY	85	109	Silty, massive, gray, no inclusions
30795	TILL	109	163	Clayey, sandy, silty, pebbly w/inclusions, gray, layers of detrital lignites and fine shale gravel from 149-163 feet
30795	SAND & GRAVEL	163	290	Coarse sand to coarse gravel, consisting mostly of shales w/detrital lignites
30796	TOPSOIL	0	1	Black
30796	TILL	1	43	Clayey, sandy, silty, pebbly w/inclusions, oxidized and more sandy from 1 to 15 feet yellowish brown, rock at 15 to 16 feet, gray and unoxidized and more silty from 16 to 43 feet
30796	CLAY	43	58	Slightly silty, massive, gray, no inclusions, firm, very plastic, tight
30796	TILL	58	106	Clayey, silty, sandy, pebbly inclusions, gray, fine sand from 62-64 feet and 84-87 feet with detrital lignites
30796	CLAY	106	122	Slightly silty, massive, gray, no inclusions, very firm, plastic, tight (Lacustrine)
30796	SAND	122	135	Fine
30796	CLAY	135	152	Slightly silty, massive, gray, no inclusions, very firm, plastic, tight, interbedded fine sand from 148-150 feet (Lacustrine)
30796	SAND & GRAVEL	152	157	Fine sand to medium gravel, predominately coarse sand, moderate sorting, subangular to rounded, consisting of quartz, shale, igneous and metamorphic rock fragments
30796	TILL	157	163	Clay, silty, and sandy, pebbly inclusion, gray 
30796	SAND & GRAVEL	163	290	Fine sand to coarse gravel, predominately fine to medium gravel, coarser with depth, poor to moderately sorted, subangular to rounded, 50% quartz, 20% shale, 30% igneous and metamorphic rock fragments, with detrital lignites
30797	TOPSOIL	0	1	Black
30797	TILL	1	31	Clay, silty, sandy, pebbly inclusions, yellowish-brown, oxidized w/interbedded coarse sand and gravel, angular to subangular, mostly carbonates, till w/no interbedding from 9-12 feet, unoxidized gray till from 12-29 feet, rock from 30-31 feet
30797	CLAY	31	48	Slightly silty, massive, gray, firm, no inclusions, very plastic (Lacustrine)
30797	SAND	48	49	Fine
30797	TILL	49	91	Clay, silty, sandy, pebbly inclusions, gray, 
30797	CLAY	91	123	Slightly silty, massive, gray, firm, no inclusions, very plastic (Lacustrine)
30797	SAND	123	136	Fine to medium w/detrital lignites
30797	CLAY	136	143	Slightly silty, massive, gray, firm, no inclusions, very plastic (Lacustrine)
30797	SAND & GRAVEL	143	287	Fine sand to coarse gravel, predominately fine to medium gravel, coarser w/depth, poor to moderately sorted, subangular to rounded, 50% shale, 20% quartz, 30% igneous and metamorphic rock fragments w/detrital lignites, shales were in tablet form
30797	SHALE	287	290	Clayey, very firm, slightly indurated, gray
30798	TOPSOIL	0	1	Black
30798	SAND & GRAVEL	1	52	Fine sand to coarse gravel, predominately coarse sand and fine gravel, moderately sorted, angular to subrounded, consisting of 50% carbonate, 40% igneous and metamorphic rock fragments (oxidized)
30798	SAND & GRAVEL	52	76	Fine sand to coarse gravel, predominately medium gravel, poorly sorted to moderately sorted, angular to subrounded, consisting of 50% shale, 30% carbonates, 20% igneous and metamorphic rock fragments,  shale in tablet form (oxidized)
30798	TILL	76	128	Clay, sandy, silty, pebbly inclusions, gray, thin interbedded layers of fine sand throughout
30798	CLAY	128	137	Very silty to silty, gray, brittle, non plastic to plastic, soft to firm, slow drilling (Lacustrine)
30798	TILL	137	143	Clay, sandy, silty, pebbly inclusions, gray, thin interbedded layers of fine sand throughout
30798	CLAY	143	166	Silty, sandy, gray with layers of fine sand consisting mostly of detrtal lignites and shales (Lacustrine)
30798	SAND	166	177	Fine, consisting of mostly shales and detrital lignites
30798	CLAY	177	181	Sandy, brown to gray with layers of detrital lignites and shale sand (Lacustrine)
30798	CLAY	181	209	Very silty to silty, gray, brittle, non plastic to plastic, soft to firm, slow drilling (Lacustrine)
30798	CLAY	209	218	Sandy, gray, with fine sand layers (Lacustrine)
30798	SAND	218	221	Fine
30798	SAND	221	226	Fine to coarse, predominately fine sand, well sorted, consisted of shales, quartz, silicate minerals and detrital lignites, 
30798	SAND & GRAVEL	226	245	Predominately fine sand, moderately sorted, consisted of shales, quartz, silicate minerals, detrital lignites,
30798	SAND & GRAVEL	245	250	Fine sand to medium gravel, predominately fine to medium, subangular to subrounded, moderate sorting, gravel consists of 60% quartz, 20% shale, 20% silicate minerals with a lot of detrital lignites
30798	SAND & GRAVEL	250	270	Fine sand to medium gravel, predominately fine to medium, subangular to subrounded, moderate sorting, gravel consists of 40% quartz, 30% shale, 30% silicate minerals with a lot of detrital lignites
30798	SAND & GRAVEL	270	280	Fine sand to coarse gravel, predominately medium gravel, subangular to rounded, moderate sorting, consisting of 50% shale (tablets) 30% silicate minerals, 20% quartz, w/detrital lignites,
30800	TOPSOIL	0	1	
30800	TILL	1	3	Oxidized, yellowish till
30800	SAND & GRAVEL	3	72	Oxidized, coarse sand and gravel, 3 bags drilling mud at 20-60 feet
30800	TILL	72	77	Oxidized yellowish till
30800	GRAVEL	77	81	Coarse shale gravel
30800	TILL	81	86	Sandy, gray
30800	TILL	86	103	Gray, sand and gravel till
30800	TILL	103	136	Gray
30801	TOPSOIL	0	1	
30801	SAND & GRAVEL	1	73	Oxidized coarse sand and gravel, 2 bags of drill mud at 40 feet
30801	SAND & GRAVEL	73	78	Gray fine sand and layers of shale gravel
30801	TILL	78	90	Gray, sand till
30801	SAND	90	91	
30801	TILL	91	98	Gray, sand till
30801	SAND & GRAVEL	98	99	Shale gravel and sand
30801	TILL	99	127	Gray sand till
30801	CLAY	127	206	Silty, gray, 2 bags drilling mud at 140 feet and 1 at 180 feet
30801	GRAVEL	206	208	Shaley
30801	CLAY	208	210	Gray
30801	GRAVEL	210	211	Shaley
30801	CLAY	211	221	Gray
30801	SAND & GRAVEL	221	241	Medium to coarse gravel and sand with layers of coal and shale
30801	SAND & GRAVEL	241	270	Coarse sand and gravel and layers of shale and coal, 1 bag drilling mud at 200 feet
30802	TOPSOIL	0	1	
30802	SAND & GRAVEL	1	56	Coarse, oxidized
30802	GRAVEL	56	72	Coarse, oxidized
30802	GRAVEL	72	74	Coarse, shale gravel
30802	TILL	74	106	Gray sand till, 1 drill mud at 40 feet
30802	CLAY	106	116	Gray brownish sandy, silty clay
30802	TILL	116	124	Gray, sand
30802	CLAY	124	134	Brownish black, sandy clay w/layers of coal
30802	SAND	134	141	Fine with layers of coal and shale
30802	SAND	141	156	Fine with layers of coal 
30802	CLAY	156	164	Gray, silty
30802	CLAY	164	217	Gray, hard
30802	SAND	217	222	fine
30802	SAND	222	228	fine to coarse
30802	SAND & GRAVEL	228	234	Coarse sand and fine to medium gravel w/layers coal
30802	SAND & GRAVEL	234	248	Coarse sand and medium to coarse gravel and layers of coal
30802	GRAVEL	248	270	Coarse with layers of coal
30803		0	0	See log for 03DDD4
31738	TOPSOIL	0	1	Black, sandy
31738	SAND	1	20	Very fine to very coarse, predominantly medium to coarse, poorly sorted, round to subangular, 30% to 40% shale, oxidized brown/red to 9' to 10' then dark gray unoxidized, some coarse gravel near 18', rock at 18'
31738	CLAY	20	66	Silty, sandy, pebbly, medium gray, firm, slightly rocky, moderate to slightly plastic (till)
31738	CLAY	66	72	Silty, medium gray, slightly to moderately firm, no inclusions (Glacio Lacustrine)
31738	CLAY	72	140	(Till) as above, very shaley from 82' to 94', sandy from 94' to 140'
31738	SAND & GRAVEL	140	311	Fine to very coarse, sand with progressively more gravel 153', predominantly very coarse sand to fine gravel, 40% silicates, 30% shale, 20% carbonates, 10% other rock fragments, clay lenses from 153' to 156', clay layers from 301' to 311' interbedded
31738	CLAY	311	314	Shale, bedrock very firm slow drilling, little return (Bedrock Pierre Formation)
31739		0	0	See log for DDA1
31740		0	0	See log for 150-062-01DDA1
31741		0	0	See log for DDA1
31742		0	0	See log for DDA1
31743		0	0	See log for DDA1
31744	TOPSOIL	0	1	Black
31744	SAND	1	4	Oxidized, mainly medium sand, reddish brown
31744	SILT	4	6	Clayey, oxidized, reddish brown
31744	SAND	6	10	Unoxidized, poorly sorted, mainly coarse sand, gray
31744	CLAY	10	77	Silty, sandy, pebbly, medium gray, moderately firm (till) rocks and some sand and gravely from 18' to 20', coarse sand and gravel from 66' to 67'
31744	SAND & GRAVEL	77	80	Fine sand to 5-10mm gravel, poorly sorted, mainly coarse sand, 30% shale, 30% to 40% silicates, remainder granitic rock fragments and carbonates, round to subangular, predominantly subrounded
31744	CLAY	80	136	(Till) as above
